ID,area_type,availability,location,size,total_sqft,bath,balcony,price,total_sqft_category,dist_from_city,avg_2bhk_rent,dist_from_city_cat
8996,Built-up  Area,18-Dec,Electronic City,2 BHK,1165,2,1.0,33.64,5,18.1,15867.0,5
8997,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1400,2,2.0,57.0,5,11.0,15465.0,4
8998,Plot  Area,Ready To Move,Vaishnavi Layout,4 BHK,4800,6,2.0,420.0,5,15.179954252443338,15867.0,5
8999,Built-up  Area,Ready To Move,Hormavu,3 BHK,1668,2,2.0,120.0,5,11.9,15465.0,4
9000,Super built-up  Area,Ready To Move,Kenchenahalli,1 BHK,700,1,1.0,35.0,4,21.8,11184.0,6
9001,Super built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,1485,2,1.0,66.0,5,10.9,15465.0,4
9002,Super built-up  Area,20-Oct,Kanakpura Road,2 BHK,700,2,1.0,41.0,4,26.5,11184.0,6
9003,Super built-up  Area,18-Dec,Whitefield,3 BHK,1346,2,1.0,100.0,5,17.3,14981.0,5
9004,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075,2,1.0,47.0,5,38.4,17414.0,7
9005,Super built-up  Area,Ready To Move,Bellari Road,2 BHK,1050,2,1.0,43.5,5,16.1,15867.0,5
9006,Super built-up  Area,Ready To Move,1st Block Koramangala,3 BHK,1800,3,2.0,53.0,5,9.8,15465.0,4
9007,Super built-up  Area,Ready To Move,Electronic City,3 BHK,1609,3,3.0,115.0,5,18.1,15867.0,5
9008,Built-up  Area,Ready To Move,Electronic City,2 BHK,770,1,1.0,35.0,4,18.1,15867.0,5
9009,Built-up  Area,Ready To Move,Kudlu,2 BHK,1076,2,1.0,50.0,5,13.4,12500.0,5
9010,Super built-up  Area,Ready To Move,Kengeri,2 BHK,1052,2,2.0,51.0,5,22.5,12000.0,6
9011,Super built-up  Area,18-Apr,Channasandra,2 BHK,1000,2,2.0,35.0,4,19.6,15867.0,5
9012,Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,1000,2,1.0,28.88,4,21.6,11184.0,6
9013,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1262,2,1.0,83.0,5,11.5,13500.0,4
9014,Plot  Area,Ready To Move,Koppa,3 BHK,720,3,1.0,48.0,4,15.179954252443338,15867.0,5
9015,Super built-up  Area,Ready To Move,Harsha Layout,1 BHK,500,1,1.0,16.0,3,17.2,15867.0,5
9016,Super built-up  Area,Ready To Move,Sadashiva Nagar,4 BHK,3500,4,2.0,700.0,5,6.7,17994.0,3
9017,Built-up  Area,Ready To Move,Shanthala Nagar,3 BHK,1600,3,2.0,180.0,5,2.0,15551.50908235294,1
9018,Super built-up  Area,18-May,Ramagondanahalli,2 BHK,1251,2,1.0,53.0,5,15.4,19867.0,5
9019,Plot  Area,Ready To Move,Nagarbhavi,3 BHK,1050,3,1.0,175.0,5,17.0,16334.0,5
9020,Super built-up  Area,Ready To Move,Nyanappana Halli,2 BHK,1140,2,2.0,49.0,5,15.179954252443338,15867.0,5
9021,Super built-up  Area,18-May,Old Madras Road,2 BHK,1157,2,2.0,47.32,5,4.7,24842.0,2
9022,Super built-up  Area,18-Jun,RR Nagar,1 BHK,648,1,1.0,34.0,4,15.179954252443338,18750.0,5
9023,Super built-up  Area,Ready To Move,Harlur,2 BHK,1197,2,1.0,78.0,5,16.1,22500.0,5
9024,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1500,3,3.0,51.04,5,15.3,15867.0,5
9025,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1185,2,1.0,51.15,5,15.3,15867.0,5
9026,Built-up  Area,Ready To Move,Kumaraswami Layout,3 BHK,2400,2,1.0,125.0,5,12.2,15465.0,4
9027,Super built-up  Area,18-Aug,Kundalahalli,3 BHK,1397,3,3.0,105.0,5,17.4,15867.0,5
9028,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1175,2,2.0,47.0,5,12.9,19750.0,4
9029,Built-up  Area,Ready To Move,Basaveshwara Nagar,2 BHK,900,2,1.0,60.0,4,10.9,15465.0,4
9030,Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,2710,3,2.0,170.0,5,13.0,15465.0,4
9031,Super built-up  Area,Ready To Move,Tala Cauvery Layout,3 BHK,1720,2,2.0,126.0,5,14.2,15867.0,5
9032,Super built-up  Area,Ready To Move,Cambridge Layout,3 BHK,1756,3,2.0,307.0,5,1.9,15551.50908235294,1
9033,Super built-up  Area,Ready To Move,Yelahanka,1 BHK,602,1,1.0,38.0,4,20.8,8500.0,6
9034,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1770,3,2.0,180.0,5,17.2,15867.0,5
9035,Plot  Area,Ready To Move,Kothannur,6 BHK,930,6,1.0,150.0,4,11.8,15465.0,4
9036,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1295,2,2.0,43.9,5,15.3,15867.0,5
9037,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,1200,2,2.0,46.5,5,13.0,15465.0,4
9038,Built-up  Area,Ready To Move,Hagadur,2 BHK,1100,2,2.0,45.0,5,15.179954252443338,15867.0,5
9039,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1194,2,2.0,46.0,5,14.9,15867.0,5
9040,Super built-up  Area,Ready To Move,Marsur,3 BHK,720,2,1.0,32.0,4,27.5,9890.0,6
9041,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1476,3,0.0,105.0,5,15.0,15867.0,5
9042,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1056,2,2.0,65.0,5,11.5,13500.0,4
9043,Super built-up  Area,Ready To Move,Singapura Village,2 BHK,825,2,1.0,35.0,4,17.6,15867.0,5
9044,Super built-up  Area,18-Apr,EPIP Zone,3 BHK,1860,3,2.0,130.0,5,14.6,15867.0,5
9045,Super built-up  Area,Ready To Move,Gunjur,2 BHK,1063,2,2.0,40.0,5,18.5,16000.0,5
9046,Super built-up  Area,Ready To Move,Yelahanka,1 BHK,697,1,1.0,35.0,4,20.8,8500.0,6
9047,Built-up  Area,Ready To Move,Vijayanagar,1 BHK,2400,2,0.0,230.0,5,11.1,18125.0,4
9048,Plot  Area,19-Jan,Anekal,2 BHK,1200,1,1.0,36.0,5,34.2,17414.0,7
9049,Built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,1835,3,2.0,160.0,5,7.2,16500.0,3
9050,Super built-up  Area,22-Dec,Bannerghatta Road,3 BHK,1532,3,0.0,79.465,5,18.8,15867.0,5
9051,Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,1147,2,1.0,75.0,5,10.0,15465.0,4
9052,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1360,2,2.0,47.59,5,12.9,19750.0,4
9053,Plot  Area,Ready To Move,Kothanur,4 BHK,3400,5,0.0,265.0,5,11.8,16375.0,4
9054,Built-up  Area,Ready To Move,Hosakerehalli Layout,2 BHK,1080,2,3.0,64.0,5,15.179954252443338,15867.0,5
9055,Super built-up  Area,Ready To Move,Doddakallasandra,2 BHK,1010,2,1.0,40.4,5,14.3,15867.0,5
9056,Plot  Area,Ready To Move,Shanti Nagar,4 BHK,2600,4,2.0,523.0,5,3.7,24842.0,2
9057,Super built-up  Area,Ready To Move,Brookefield,2 BHK,1270,2,1.0,95.0,5,15.1,21250.0,5
9058,Super built-up  Area,Ready To Move,Basapura,2 BHK,1100,2,1.0,61.0,5,14.4,15867.0,5
9059,Super built-up  Area,Ready To Move,Bellandur,2 BHK,1410,3,2.0,92.0,5,12.9,19667.0,4
9060,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1065,2,1.0,41.38,5,20.8,8500.0,6
9061,Plot  Area,19-Jan,Anekal,2 BHK,1200,1,1.0,36.0,5,34.2,17414.0,7
9062,Super built-up  Area,Ready To Move,Hebbal,3 BHK,1315,3,3.0,65.0,5,11.1,17340.0,4
9063,Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,1650,3,2.0,200.0,5,3.7,24842.0,2
9064,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1140,2,2.0,43.0,5,14.9,15867.0,5
9065,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,960,2,1.0,45.0,4,8.9,1756.0,4
9066,Super built-up  Area,Ready To Move,Hosapalya,2 BHK,800,1,1.0,29.0,4,15.179954252443338,15867.0,5
9067,Super built-up  Area,Ready To Move,Doctors Layout,2 BHK,1225,2,1.0,47.0,5,11.4,15465.0,4
9068,Built-up  Area,Ready To Move,Whitefield,2 BHK,1020,2,2.0,45.0,5,17.3,14981.0,5
9069,Super built-up  Area,Ready To Move,Magadi Road,2 BHK,750,2,1.0,27.0,4,21.7,11184.0,6
9070,Plot  Area,Ready To Move,2nd Block Koramangala,3 BHK,3000,3,1.0,550.0,5,15.179954252443338,15867.0,5
9071,Super built-up  Area,Ready To Move, Mysore Highway,1 BHK,535,1,1.0,35.0,4,17.5,15867.0,5
9072,Super built-up  Area,Ready To Move,Varthur,2 BHK,1035,2,1.0,60.0,5,17.4,9483.0,5
9073,Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,1020,2,1.0,29.45,5,21.6,11184.0,6
9074,Super built-up  Area,Ready To Move,GM Palaya,3 BHK,1315,3,0.0,64.0,5,7.9,17994.0,3
9075,Super built-up  Area,Ready To Move,Basavangudi,3 BHK,1350,2,2.0,130.0,5,7.1,17994.0,3
9076,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075,2,1.0,48.0,5,38.4,17414.0,7
9077,Super built-up  Area,Ready To Move,Kengeri Satellite Town,3 BHK,1450,2,3.0,50.0,5,16.9,15000.0,5
9078,Plot  Area,Ready To Move,Gottigere,1 BHK,1806,1,1.0,150.0,5,15.2,11000.0,5
9079,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1350,2,1.0,99.0,5,10.9,16620.0,4
9080,Plot  Area,20-Dec,Binny Pete,3 BHK,1282,3,2.0,178.0,5,8.6,15465.0,4
9081,Super built-up  Area,18-Apr,Sarjapur  Road,3 BHK,1929,3,1.0,103.0,5,17.2,15867.0,5
9082,Super built-up  Area,Ready To Move,Varthur,2 BHK,1100,2,2.0,72.0,5,17.4,9483.0,5
9083,Built-up  Area,Ready To Move,Kundalahalli,3 BHK,1800,3,2.0,110.0,5,17.4,15867.0,5
9084,Super built-up  Area,Ready To Move,Gubbalala,2 BHK,1223,2,1.0,42.81,5,15.4,15867.0,5
9085,Super built-up  Area,Ready To Move,Bharathi Nagar,3 BHK,1664,3,2.0,69.89,5,14.3,15867.0,5
9086,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1360,2,2.0,47.59,5,12.9,19750.0,4
9087,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1158,2,2.0,67.0,5,15.0,15867.0,5
9088,Super built-up  Area,Ready To Move,Hormavu,3 BHK,1420,3,2.0,58.0,5,11.9,15465.0,4
9089,Super built-up  Area,18-Aug,Rajaji Nagar,2 BHK,1268,2,1.0,127.0,5,9.6,15465.0,4
9090,Super built-up  Area,18-May,Sarjapur  Road,2 BHK,1308,2,1.0,75.0,5,17.2,15867.0,5
9091,Built-up  Area,Ready To Move,Basavangudi,3 BHK,1485,3,1.0,140.0,5,7.1,17994.0,3
9092,Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,1067,2,3.0,33.99,5,26.9,16500.0,6
9093,Built-up  Area,Ready To Move,Hulimavu,4 BHK,2000,4,0.0,100.0,5,15.0,11000.0,5
9094,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2450,3,3.0,330.0,5,9.6,15465.0,4
9095,Super built-up  Area,Ready To Move,Glass Factory Layout,2 BHK,1152,2,1.0,42.0,5,22.5,11184.0,6
9096,Super built-up  Area,18-May,Uttarahalli,3 BHK,1525,2,2.0,62.82,5,12.9,19750.0,4
9097,Super built-up  Area,20-Dec,Whitefield,2 BHK,935,2,1.0,32.72,4,17.3,14981.0,5
9098,Super built-up  Area,Ready To Move,Jagadish Nagar,3 BHK,1465,2,2.0,88.0,5,15.179954252443338,15867.0,5
9099,Built-up  Area,Ready To Move,HBR Layout,2 BHK,1198,2,1.0,65.0,5,8.8,22050.0,4
9100,Super built-up  Area,Ready To Move,3rd Phase Iti Layout,2 BHK,1145,2,1.0,63.0,5,15.179954252443338,15867.0,5
9101,Plot  Area,18-Aug,Attibele,2 BHK,1000,2,1.0,42.0,4,31.8,7500.0,7
9102,Built-up  Area,Ready To Move,Anekal,1 BHK,400,1,1.0,11.5,3,34.2,17414.0,7
9103,Built-up  Area,Ready To Move, south,4 BHK,3420,3,2.0,410.0,5,15.179954252443338,15867.0,5
9104,Super built-up  Area,18-Apr,Marathahalli,3 BHK,1310,3,1.0,63.22,5,10.9,16620.0,4
9105,Super built-up  Area,Ready To Move,Panathur,3 BHK,1861,3,3.0,92.0,5,14.2,16000.0,5
9106,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1265,2,2.0,65.0,5,12.9,19750.0,4
9107,Super built-up  Area,Ready To Move,Green Domain Layout,2 BHK,1280,2,2.0,75.0,5,15.179954252443338,15867.0,5
9108,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1279,2,1.0,53.76,5,15.3,15867.0,5
9109,Plot  Area,18-May,TC Palaya,3 BHK,1200,2,0.0,66.0,5,12.2,15465.0,4
9110,Plot  Area,18-May,"Ananthapura, T C palaya Main Road",2 BHK,680,3,2.0,60.0,4,15.179954252443338,15867.0,5
9111,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1590,3,2.0,57.0,5,12.9,19750.0,4
9112,Super built-up  Area,22-Jun,Hoodi,3 BHK,1837,3,3.0,142.0,5,13.3,9233.0,5
9113,Super built-up  Area,16-Dec,Hegde Nagar,3 BHK,1703,3,2.0,130.0,5,13.7,15867.0,5
9114,Super built-up  Area,Ready To Move,Kudlu,3 BHK,1293,2,2.0,80.0,5,13.4,12500.0,5
9115,Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,700,2,1.0,35.0,4,26.5,11184.0,6
9116,Super built-up  Area,Ready To Move,Doctors Layout,3 BHK,1450,3,2.0,75.0,5,11.4,15465.0,4
9117,Built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1030,2,2.0,57.0,5,10.9,15465.0,4
9118,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1570,3,3.0,65.93,5,26.5,11184.0,6
9119,Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,1000,2,2.0,60.0,4,11.0,15465.0,4
9120,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075,2,1.0,37.0,5,38.4,17414.0,7
9121,Super built-up  Area,Ready To Move,Varthur,2 BHK,1091,2,1.0,33.82,5,17.4,9483.0,5
9122,Super built-up  Area,Ready To Move,EPIP Zone,3 BHK,2210,3,3.0,165.0,5,14.6,15867.0,5
9123,Built-up  Area,Ready To Move,Outer Ring Road East,3 BHK,1738,3,0.0,110.0,5,9.8,15465.0,4
9124,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1640,3,2.0,262.0,5,9.6,15465.0,4
9125,Super built-up  Area,Ready To Move,Gottigere,2 BHK,1205,2,1.0,56.58,5,15.2,11000.0,5
9126,Super built-up  Area,19-May,Kengeri,2 BHK,1009,2,1.0,30.27,5,22.5,12000.0,6
9127,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 BHK,1200,4,3.0,240.0,5,15.2,15867.0,5
9128,Built-up  Area,Ready To Move,Thigalarapalya,4 BHK,3362,5,2.0,249.0,5,15.0,15867.0,5
9129,Super built-up  Area,18-May,Mysore Road,3 BHK,1560,3,2.0,83.3,5,28.6,11184.0,6
9130,Built-up  Area,Ready To Move,Rajaji Nagar,4 BHK,1600,3,0.0,140.0,5,9.6,15465.0,4
9131,Super built-up  Area,Ready To Move,Sanjay nagar,2 BHK,960,2,1.0,55.0,4,10.6,15465.0,4
9132,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1330,2,2.0,46.55,5,12.9,19750.0,4
9133,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1024,2,1.0,32.0,5,17.3,14981.0,5
9134,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1196,2,2.0,40.54,5,15.3,15867.0,5
9135,Super built-up  Area,Ready To Move,Mico Layout,1 BHK,800,1,1.0,29.5,4,11.5,15465.0,4
9136,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2650,3,2.0,260.0,5,17.2,15867.0,5
9137,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1080,2,2.0,60.0,5,12.9,18636.0,4
9138,Super built-up  Area,Ready To Move,Hebbal,2 BHK,1150,2,1.0,55.0,5,11.1,17340.0,4
9139,Super built-up  Area,18-May,Dasanapura,3 BHK,1286,2,1.0,68.0,5,29.2,11184.0,6
9140,Plot  Area,Ready To Move,Whitefield,4 BHK,2990,3,2.0,198.0,5,17.3,14981.0,5
9141,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1150,2,2.0,90.0,5,9.9,15465.0,4
9142,Super built-up  Area,Ready To Move,Cooke Town,2 BHK,1310,2,2.0,111.0,5,5.4,18417.0,3
9143,Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,1352,2,2.0,72.0,5,17.3,15867.0,5
9144,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,1307,2,1.0,50.0,5,9.6,13625.0,4
9145,Plot  Area,18-Aug,Channasandra,4 BHK,1500,4,1.0,89.45,5,19.6,15867.0,5
9146,Plot  Area,Ready To Move,Singena Agrahara,3 BHK,1500,3,1.0,90.0,5,23.3,11184.0,6
9147,Super built-up  Area,18-Nov,Thanisandra,2 BHK,1131,2,0.0,55.975,5,11.5,13500.0,4
9148,Built-up  Area,Ready To Move,Whitefield,3 BHK,1600,3,0.0,69.1,5,17.3,14981.0,5
9149,Super built-up  Area,Ready To Move,Hosur Road,4 BHK,2835,4,0.0,241.0,5,19.0,15867.0,5
9150,Super built-up  Area,21-Mar,Yelahanka,1 BHK,682,1,1.0,36.23,4,20.8,8500.0,6
9151,Built-up  Area,Ready To Move,Whitefield,4 BHK,2500,4,1.0,420.0,5,17.3,14981.0,5
9152,Super built-up  Area,Ready To Move,Vittasandra,3 BHK,1650,3,2.0,85.5,5,17.5,15867.0,5
9153,Super built-up  Area,18-Apr,Haralur Road,3 BHK,1850,3,2.0,120.0,5,14.9,15867.0,5
9154,Plot  Area,Ready To Move,Gubbalala,4 BHK,2000,4,1.0,85.0,5,15.4,15867.0,5
9155,Super built-up  Area,18-May,Phase 1 Kammasandra,2 BHK,982,2,1.0,25.0,4,15.179954252443338,15867.0,5
9156,Built-up  Area,Ready To Move,Nandi Durga Road,2 BHK,2015,4,0.0,325.0,5,15.179954252443338,15867.0,5
9157,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1702,3,2.0,115.0,5,11.5,13500.0,4
9158,Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,1250,2,2.0,79.0,5,14.4,15867.0,5
9159,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1240,2,2.0,40.54,5,15.3,15867.0,5
9160,Plot  Area,Ready To Move,Sneha Colony,2 BHK,1050,2,1.0,110.0,5,15.179954252443338,15867.0,5
9161,Super built-up  Area,19-Mar,Yelahanka,2 BHK,1023,2,1.0,52.59,5,20.8,8500.0,6
9162,Super built-up  Area,Ready To Move,Dairy Circle,2 BHK,1541,2,1.0,181.0,5,6.9,17994.0,3
9163,Super built-up  Area,Ready To Move,Siddapura,2 BHK,1275,2,1.0,105.0,5,15.9,15867.0,5
9164,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1260,2,0.0,71.195,5,12.9,18636.0,4
9165,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1580,3,3.0,125.0,5,17.2,15867.0,5
9166,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1343,2,2.0,75.0,5,11.5,13500.0,4
9167,Super built-up  Area,18-Jun,Bommasandra,3 BHK,1365,3,1.0,52.81,5,21.7,15500.0,6
9168,Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,1047,2,1.0,72.0,5,17.4,15867.0,5
9169,Built-up  Area,Ready To Move,Shampura,2 BHK,1187,2,2.0,42.0,5,9.5,15465.0,4
9170,Plot  Area,Ready To Move,Banashankari Stage III,4 BHK,1050,3,0.0,147.0,5,11.2,15465.0,4
9171,Plot  Area,18-Feb,Frazer Town,1 BHK,560,1,0.0,90.0,4,4.0,22500.0,2
9172,Built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,1000,2,1.0,120.0,4,11.2,15465.0,4
9173,Plot  Area,Ready To Move,Nagadevanahalli,5 BHK,1200,5,2.0,260.0,5,16.1,15867.0,5
9174,Super built-up  Area,Ready To Move,Choodasandra,2 BHK,1075,2,2.0,45.0,5,16.8,15867.0,5
9175,Super built-up  Area,21-May,Dairy Circle,3 BHK,2048,3,2.0,206.0,5,6.9,17994.0,3
9176,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1090,2,1.0,57.0,5,15.3,15867.0,5
9177,Super built-up  Area,Ready To Move,Doddakammanahalli,3 BHK,1119,2,1.0,48.5,5,17.4,15867.0,5
9178,Super built-up  Area,Ready To Move,Poornapragna Housing Society Layout,3 BHK,1355,2,3.0,58.25,5,15.179954252443338,15867.0,5
9179,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1445,2,2.0,86.69,5,14.4,15867.0,5
9180,Plot  Area,Ready To Move,Electronics City Phase 1,6 BHK,1314,5,1.0,120.0,5,20.3,11184.0,6
9181,Super built-up  Area,19-Jan,Malleshwaram,4 BHK,6500,4,3.0,1400.0,6,8.3,15465.0,4
9182,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1165,2,2.0,64.08,5,13.4,15867.0,5
9183,Super built-up  Area,Ready To Move,Hormavu,2 BHK,1082,2,0.0,38.665,5,11.9,15465.0,4
9184,Super built-up  Area,Ready To Move,Kothanur,3 BHK,1787,3,2.0,107.0,5,11.8,16375.0,4
9185,Plot  Area,Ready To Move,Mico Layout,4 BHK,3600,4,2.0,330.0,5,11.5,15465.0,4
9186,Plot  Area,Ready To Move,Battarahalli,6 BHK,1200,6,1.0,100.0,5,12.9,13389.0,4
9187,Built-up  Area,18-Dec,Electronic City,2 BHK,1020,2,1.0,29.45,5,18.1,15867.0,5
9188,Super built-up  Area,18-Jul,Sarjapur  Road,3 BHK,1797,4,1.0,95.0,5,17.2,15867.0,5
9189,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1205,2,2.0,58.0,5,17.3,14981.0,5
9190,Super built-up  Area,18-Dec,Chennammana Kere,2 BHK,1095,2,2.0,55.85,5,9.7,15465.0,4
9191,Built-up  Area,Ready To Move,Yelahanka,3 BHK,1560,2,2.0,98.0,5,20.8,8500.0,6
9192,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,1200,2,1.0,68.0,5,10.9,15465.0,4
9193,Plot  Area,Ready To Move,Rajaji Nagar,2 BHK,1200,1,1.0,200.0,5,9.6,15465.0,4
9194,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1450,3,2.0,65.0,5,26.5,11184.0,6
9195,Super built-up  Area,18-Mar,Whitefield,3 BHK,1496,2,1.0,718.0,5,17.3,14981.0,5
9196,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1935,4,2.0,122.0,5,11.5,13500.0,4
9197,Super built-up  Area,Ready To Move,Hosa Road,2 BHK,1016,2,1.0,45.0,5,15.7,2283.0,5
9198,Super built-up  Area,19-Dec,Jakkur,3 BHK,1816,3,1.0,119.0,5,12.9,18636.0,4
9199,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680,3,2.0,125.0,5,11.0,15465.0,4
9200,Super built-up  Area,19-Dec,Hoodi,4 BHK,2066,4,0.0,91.915,5,13.3,9233.0,5
9201,Super built-up  Area,Ready To Move,Kengeri,2 BHK,1220,2,2.0,63.0,5,22.5,12000.0,6
9202,Plot  Area,Ready To Move,Hosur Road,4 BHK,3000,4,2.0,160.0,5,19.0,15867.0,5
9203,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,980,2,1.0,86.0,4,11.0,15465.0,4
9204,Plot  Area,Ready To Move,Nagarbhavi,4 BHK,1200,4,3.0,210.0,5,17.0,16334.0,5
9205,Super built-up  Area,Ready To Move,Hormavu,2 BHK,1250,2,2.0,60.0,5,11.9,15465.0,4
9206,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1424,2,3.0,80.0,5,12.9,18636.0,4
9207,Built-up  Area,Ready To Move,Hennur Road,2 BHK,1297,2,1.0,49.9,5,14.4,15867.0,5
9208,Plot  Area,18-Dec,Karuna Nagar,3 BHK,1300,3,1.0,170.0,5,20.1,11184.0,6
9209,Super built-up  Area,Ready To Move,Harlur,2 BHK,1290,2,1.0,89.9,5,16.1,22500.0,5
9210,Super built-up  Area,Ready To Move,Koramangala,3 BHK,1720,2,1.0,130.0,5,8.3,2117.0,4
9211,Super built-up  Area,Ready To Move,Judicial Layout,7 BHK,1200,7,2.0,199.0,5,16.3,15867.0,5
9212,Plot  Area,Ready To Move,Deepanjali Nagar,3 BHK,2320,2,0.0,160.0,5,15.179954252443338,15867.0,5
9213,Super built-up  Area,Ready To Move,Nallurhalli,3 BHK,1237,3,2.0,78.0,5,16.5,15867.0,5
9214,Super built-up  Area,Ready To Move,Whitefield,3 BHK,1720,3,3.0,98.97,5,17.3,14981.0,5
9215,Built-up  Area,Ready To Move,Chikkalasandra,2 BHK,1224,2,2.0,45.0,5,12.1,21000.0,4
9216,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1780,3,2.0,107.0,5,20.8,8500.0,6
9217,Plot  Area,Ready To Move,Seegehalli,4 BHK,4700,5,3.0,800.0,5,13.9,15867.0,5
9218,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,1800,3,2.0,93.0,5,20.3,11184.0,6
9219,Super built-up  Area,Ready To Move,Budigere,2 BHK,1139,2,2.0,56.5,5,30.9,17414.0,7
9220,Plot  Area,18-May,Pulkeshi Nagar,1 BHK,588,1,0.0,88.2,4,15.179954252443338,15867.0,5
9221,Super built-up  Area,22-Dec,2nd Phase Judicial Layout,2 BHK,700,2,1.0,35.0,4,17.7,15867.0,5
9222,Plot  Area,Ready To Move,Kengeri,1 BHK,1150,1,0.0,52.0,5,22.5,12000.0,6
9223,Super built-up  Area,18-Aug,Channasandra,3 BHK,1330,2,2.0,51.83,5,19.6,15867.0,5
9224,Super built-up  Area,18-Dec,Old Airport Road,4 BHK,2732,4,3.0,194.0,5,9.9,15465.0,4
9225,Super built-up  Area,Ready To Move,Kodigehaali,2 BHK,965,2,1.0,38.0,4,15.8,15867.0,5
9226,Super built-up  Area,Ready To Move,Whitefield,3 BHK,1600,3,2.0,95.0,5,17.3,14981.0,5
9227,Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,2 BHK,1464,2,2.0,56.0,5,12.1,15465.0,4
9228,Super built-up  Area,Ready To Move,Frazer Town,3 BHK,3100,3,2.0,400.0,5,4.0,22500.0,2
9229,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075,2,1.0,45.0,5,38.4,17414.0,7
9230,Plot  Area,Ready To Move,Kengeri Hobli,2 BHK,1840,1,0.0,95.0,5,15.179954252443338,15867.0,5
9231,Super built-up  Area,Ready To Move,Gubbalala,3 BHK,1223,3,2.0,39.14,5,15.4,15867.0,5
9232,Super built-up  Area,18-Dec,Ramamurthy Nagar,2 BHK,1170,2,2.0,44.0,5,11.7,14647.0,4
