,ID,area_type,availability,location,size,society,total_sqft,bath,balcony,dist_from_city
2080,2080,Super built-up  Area,Ready To Move,Varthur,3 BHK,Unknown,2160,3.0,2.0,17.4
2081,2081,Super built-up  Area,18-May,Anekal,2 BHK,Aavelis,1140,2.0,2.0,34.2
2082,2082,Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Unknown,1297,2.0,2.0,15.0
2083,2083,Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Shers S,1150,2.0,0.0,11.3
2084,2084,Super built-up  Area,Ready To Move,Kuvempu Nagar,2 BHK,Unknown,1375,2.0,1.0,8.0
2085,2085,Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,Veisear,1245,2.0,2.0,9.8
2086,2086,Super built-up  Area,18-Mar,Vasanth nagar,4 BHK,Prian E,4750,6.0,1.0,4.3
2087,2087,Built-up  Area,Ready To Move,Nagarbhavi,4 Bedroom,Unknown,1800,3.0,0.0,17.0
2088,2088,Super built-up  Area,Ready To Move,Brookefield,3 BHK,Mapleer,1594,3.0,2.0,15.1
2089,2089,Plot  Area,Ready To Move,TC Palaya,3 Bedroom,Unknown,1200,2.0,0.0,12.2
2090,2090,Super built-up  Area,18-Aug,Chandapura,1 BHK,SunceEs,645,1.0,1.0,24.0
2091,2091,Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,PrarePa,700,2.0,2.0,26.5
2092,2092,Built-up  Area,Ready To Move,Rajaji Nagar,5 Bedroom,Unknown,2500,4.0,0.0,9.6
2093,2093,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Arnis A,1000,2.0,0.0,15.3
2094,2094,Plot  Area,Ready To Move,Whitefield,6 Bedroom,Adowslm,4000,5.0,1.0,17.3
2095,2095,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Unknown,1160,2.0,2.0,10.8
2096,2096,Plot  Area,Ready To Move,Uday Nagar,6 Bedroom,Unknown,1200,6.0,0.0,
2097,2097,Plot  Area,Ready To Move,OMBR Layout,5 Bedroom,Unknown,600,3.0,0.0,7.7
2098,2098,Super built-up  Area,Ready To Move,Gopalkrishna Nagar,3 BHK,MJarlPe,1570,2.0,2.0,18.6
2099,2099,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1290,2.0,2.0,17.2
2100,2100,Super built-up  Area,Ready To Move,Kudlu Gate,2 BHK,Unknown,1200,2.0,1.0,11.8
2101,2101,Super built-up  Area,20-Apr,Langford Gardens,3 BHK,Soond R,2777.29,5.0,2.0,
2102,2102,Super built-up  Area,Ready To Move,Shanti Nagar,3 BHK,VentsAp,2250,3.0,0.0,3.7
2103,2103,Built-up  Area,Ready To Move,Defence Colony,2 BHK,Inshath,1270,2.0,1.5947635795232513,4.2
2104,2104,Super built-up  Area,Ready To Move,Akshayanagara East,2 BHK,Prncyay,1145,2.0,2.0,14.0
2105,2105,Super built-up  Area,Ready To Move,Chikkabanavar,3 BHK,Unknown,1320,2.0,2.0,19.7
2106,2106,Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1065,2.0,1.0,19.3
2107,2107,Built-up  Area,18-Mar,Whitefield,3 BHK,MKensi ,1650,3.0,2.0,17.3
2108,2108,Super built-up  Area,18-Apr,Sarjapur  Road,2 BHK,PualeSk,1371,2.0,1.0,17.2
2109,2109,Built-up  Area,Ready To Move,Doddanakunte,5 Bedroom,Unknown,2700,5.0,2.0,
2110,2110,Super built-up  Area,Ready To Move,Electronic City,3 BHK,Goty  E,1575,3.0,1.0,18.1
2111,2111,Super built-up  Area,18-Jan,Yelahanka,2 BHK,Prensya,1362,2.0,2.0,20.8
2112,2112,Built-up  Area,18-Mar,Bettahalsoor,5 Bedroom,Toainnt,3210,2.0,1.5947635795232513,
2113,2113,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Ozensve,1255,3.0,1.0,14.9
2114,2114,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Unknown,925,2.0,1.0,17.3
2115,2115,Super built-up  Area,19-Dec,Electronics City Phase 1,2 BHK,DSrry S,1088,2.0,1.0,20.3
2116,2116,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,NCowsar,1234,2.0,2.0,20.8
2117,2117,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PraleSi,2140,3.0,2.0,17.2
2118,2118,Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,ShdhiSa,1584,3.0,2.0,13.5
2119,2119,Super built-up  Area,Ready To Move,Whitefield,2 BHK,BMttaor,1175,2.0,2.0,17.3
2120,2120,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3 BHK,Unknown,1555,3.0,3.0,36.0
2121,2121,Super built-up  Area,18-Jul,Chandapura,1 BHK,SunceEs,645,1.0,1.0,24.0
2122,2122,Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,Vandaac,1585,2.0,2.0,11.9
2123,2123,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Unknown,1354,2.0,2.0,13.5
2124,2124,Super built-up  Area,18-Jun,Madiwala,2 BHK,Unknown,1165,2.0,2.0,6.8
2125,2125,Built-up  Area,Ready To Move,Kumaraswami Layout,3 Bedroom,Unknown,1200,3.0,1.0,12.2
2126,2126,Super built-up  Area,Ready To Move,Hebbal,3 BHK,Mahosya,1740,2.0,1.0,11.1
2127,2127,Plot  Area,Ready To Move,Hebbal,9 Bedroom,Unknown,1200,9.0,1.5947635795232513,11.1
2128,2128,Super built-up  Area,20-Dec,Rachenahalli,2 BHK,AsNowre,985,2.0,1.0,13.0
2129,2129,Plot  Area,18-Nov,Chandapura,2 Bedroom,Unknown,1200,2.0,1.0,24.0
2130,2130,Plot  Area,Ready To Move,Kattigenahalli,3 Bedroom,Unknown,600,4.0,2.0,21.0
2131,2131,Super built-up  Area,Ready To Move,Duddanahalli,3 BHK,Unknown,1340,2.0,2.0,
2132,2132,Super built-up  Area,20-Aug,Begur Road,3 BHK,Pruthg ,1583,3.0,1.0,10.8
2133,2133,Plot  Area,Ready To Move,"Beml layout, Rajarajeshwari nagar",4 Bedroom,Unknown,1200,5.0,1.5947635795232513,
2134,2134,Plot  Area,Ready To Move,Basaveshwara Nagar,2 Bedroom,Unknown,1200,1.0,1.0,10.9
2135,2135,Super built-up  Area,22-Dec,Bannerghatta Road,2 BHK,PrarePa,1115 - 1130,2.0,0.0,18.8
2136,2136,Super built-up  Area,17-Dec,Thanisandra,3 BHK,Bhmesy ,1573,3.0,2.0,11.5
2137,2137,Super built-up  Area,18-Jan,CV Raman Nagar,2 BHK,Unknown,1227,2.0,2.0,7.2
2138,2138,Super built-up  Area,Ready To Move,Yemlur,2 BHK,Saensar,1210,2.0,1.0,11.9
2139,2139,Super built-up  Area,19-Feb,Basavangudi,3 BHK,Unknown,1650,3.0,3.0,7.1
2140,2140,Plot  Area,Ready To Move,Chikkalasandra,5 Bedroom,Unknown,1000,4.0,2.0,12.1
2141,2141,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Nencei ,1485,2.0,2.0,15.3
2142,2142,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,DSimaUl,1735,3.0,2.0,14.9
2143,2143,Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1730,3.0,2.0,13.4
2144,2144,Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3 BHK,Spngsin,1684,3.0,2.0,10.6
2145,2145,Super built-up  Area,Ready To Move,Sai Gardens,3 BHK,Alivae ,1686,3.0,3.0,24.7
2146,2146,Super built-up  Area,Ready To Move,Bikasipura,3 BHK,Unknown,1654,3.0,3.0,13.3
2147,2147,Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soionar,1600,3.0,3.0,16.9
2148,2148,Built-up  Area,Ready To Move,KR Puram,2 BHK,Unknown,1100,2.0,1.0,11.9
2149,2149,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1655,3.0,3.0,18.8
2150,2150,Super built-up  Area,Ready To Move,Hennur,3 BHK,Bront A,1830,3.0,3.0,10.0
2151,2151,Super built-up  Area,18-Apr,Hebbal,3 BHK,Arcia S,1430,3.0,1.0,11.1
2152,2152,Super built-up  Area,Ready To Move,Judicial Layout,3 BHK,HRnyaAn,1989,4.0,3.0,16.3
2153,2153,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,MamelKa,1044,2.0,2.0,17.2
2154,2154,Super built-up  Area,Ready To Move,Banashankari,3 BHK,Sksia A,1426,3.0,2.0,11.2
2155,2155,Super built-up  Area,Ready To Move,Choodasandra,2 BHK,GRhtiru,1115,2.0,2.0,16.8
2156,2156,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Prdomt ,1000,2.0,1.0,20.8
2157,2157,Plot  Area,18-Jan,Kathriguppe,2 Bedroom,Unknown,754,2.0,0.0,9.6
2158,2158,Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1140,2.0,1.0,19.3
2159,2159,Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,Unknown,900,2.0,1.0,11.3
2160,2160,Built-up  Area,Ready To Move,Gulakamale,2 BHK,SLenssh,1200,2.0,3.0,
2161,2161,Built-up  Area,Ready To Move,Malleshwaram,1 BHK,Aaentpa,580,1.0,1.0,8.3
2162,2162,Plot  Area,Ready To Move,TC Palaya,3 Bedroom,Unknown,1200,2.0,0.0,12.2
2163,2163,Super built-up  Area,18-Apr,Munnekollal,2 BHK,Sadhii ,1030,2.0,1.0,12.4
2164,2164,Super built-up  Area,Ready To Move,Koramangala,3 BHK,Unknown,1910,4.0,3.0,8.3
2165,2165,Super built-up  Area,Ready To Move,Mahalakshmi Puram,3 BHK,SKthaAa,1950,3.0,3.0,11.4
2166,2166,Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Dieldli,1724,3.0,1.0,17.4
2167,2167,Plot  Area,Ready To Move,Konanakunte Cross,3 Bedroom,Unknown,1200,2.0,2.0,13.9
2168,2168,Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,Unknown,1314,2.0,0.0,9.6
2169,2169,Built-up  Area,Ready To Move,Kothanur,2 BHK,Bisic C,1400,2.0,2.0,11.8
2170,2170,Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Unknown,1400,2.0,2.0,8.9
2171,2171,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Unknown,1115,2.0,2.0,15.0
2172,2172,Built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,ReudePr,1300,2.0,2.0,14.3
2173,2173,Built-up  Area,Ready To Move,Arishinakunte,4 Bedroom,Unknown,2400,4.0,1.0,
2174,2174,Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1332,2.0,1.0,26.5
2175,2175,Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,1000,2.0,1.0,18.4
2176,2176,Plot  Area,18-Dec,Whitefield,3 Bedroom,Unknown,1200,3.0,2.0,17.3
2177,2177,Built-up  Area,Ready To Move,Whitefield,4 BHK,Unknown,2444,4.0,1.5947635795232513,17.3
2178,2178,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,18.1
2179,2179,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Reciale,1600,3.0,1.0,17.2
2180,2180,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Unknown,1196,2.0,2.0,10.9
2181,2181,Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1025,2.0,1.0,18.1
2182,2182,Super built-up  Area,Ready To Move,Choodasandra,3 BHK,GRhtiru,1220,3.0,2.0,16.8
2183,2183,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2180,4.0,3.0,17.2
2184,2184,Super built-up  Area,Ready To Move,Jakkasandra,3 BHK,LuntsAp,1600,3.0,2.0,
2185,2185,Built-up  Area,Ready To Move,Whitefield,2 BHK,Mithmn ,1270,2.0,1.0,17.3
2186,2186,Built-up  Area,Ready To Move,Shanthala Nagar,3 BHK,Unknown,3290,4.0,1.5947635795232513,2.0
2187,2187,Super built-up  Area,22-May,Jakkur,3 BHK,SoineC ,1932.47,3.0,2.0,12.9
2188,2188,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,Tahtsla,2086,3.0,2.0,16.6
2189,2189,Super built-up  Area,19-Dec,Old Madras Road,2 BHK,SheldGr,1165,2.0,1.0,4.7
2190,2190,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Unknown,1310,3.0,1.0,10.9
2191,2191,Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1440,2.0,2.0,9.6
2192,2192,Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,Unknown,1900,3.0,2.0,20.3
2193,2193,Built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,740,1.0,1.0,24.0
2194,2194,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2503,3.0,3.0,13.4
2195,2195,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Mangsr ,1075,2.0,2.0,10.9
2196,2196,Super built-up  Area,18-Aug,Bellandur,2 BHK,NiCodCa,1260,2.0,2.0,12.9
2197,2197,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1282,2.0,1.0,20.8
2198,2198,Built-up  Area,Ready To Move,Tumkur Road,4 Bedroom,Unknown,1100,2.0,1.0,20.9
2199,2199,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1717,3.0,3.0,16.9
2200,2200,Super built-up  Area,18-May,Chellikere,2 BHK,Unknown,1088,2.0,2.0,
2201,2201,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Vaderla,1335,2.0,1.0,15.3
2202,2202,Super built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,Unentsi,1200,2.0,1.0,18.0
2203,2203,Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,Unknown,1325,2.0,2.0,11.9
2204,2204,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,BSensth,1157,2.0,1.0,9.9
2205,2205,Super built-up  Area,21-Dec,KR Puram,4 BHK,Moquach,2204 - 2362,2.0,1.5947635795232513,11.9
2206,2206,Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,Unknown,1200,2.0,1.0,13.3
2207,2207,Super built-up  Area,Ready To Move,Pai Layout,3 BHK,Cemesal,1510,2.0,2.0,7.1
2208,2208,Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,Jaw 2 L,1050,2.0,2.0,9.6
2209,2209,Super built-up  Area,Ready To Move,Chikkadunnasandra,2 BHK,Kr 10Ca,1200,2.0,2.0,26.7
2210,2210,Super built-up  Area,18-May,Binny Pete,3 BHK,Shestlo,1516,3.0,1.0,8.6
2211,2211,Plot  Area,Ready To Move,Indira Nagar,6 Bedroom,Unknown,2400,6.0,2.0,3.7
2212,2212,Super built-up  Area,18-Dec,Channasandra,2 BHK,MVisear,1050,2.0,1.0,19.6
2213,2213,Plot  Area,Ready To Move,Hegde Nagar,2 Bedroom,Unknown,1000,2.0,0.0,13.7
2214,2214,Super built-up  Area,18-Mar,9th Phase JP Nagar,2 BHK,Unknown,1050,2.0,2.0,15.8
2215,2215,Plot  Area,Ready To Move,JP Nagar,4 Bedroom,Unknown,600,5.0,1.5947635795232513,9.9
2216,2216,Super built-up  Area,Ready To Move,BEML Layout,2 BHK,Unknown,1194,2.0,1.0,13.5
2217,2217,Plot  Area,Ready To Move,Ananth Nagar,4 Bedroom,Unknown,600,3.0,2.0,21.6
2218,2218,Super built-up  Area,Ready To Move,Hormavu,2 BHK,Cadel C,1210,2.0,3.0,11.9
2219,2219,Super built-up  Area,Ready To Move,Whitefield,3 BHK,SuezeLa,1660,3.0,1.0,17.3
2220,2220,Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Rintspa,1410,2.0,3.0,8.3
2221,2221,Super built-up  Area,18-Jun,Electronics City Phase 1,2 BHK,Shitt S,1305,2.0,1.0,20.3
2222,2222,Built-up  Area,Ready To Move,Kavika Layout,6 BHK,Unknown,1800,6.0,2.0,
2223,2223,Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Malmser,1206,2.0,3.0,18.8
2224,2224,Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,23.2
2225,2225,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Amarere,1150,2.0,2.0,18.8
2226,2226,Carpet  Area,Ready To Move,Dinnur,2 BHK,Gaaran ,1100,2.0,1.5947635795232513,
2227,2227,Super built-up  Area,Ready To Move,Banashankari Stage II,2 BHK,Unknown,1245,2.0,1.0,9.5
2228,2228,Built-up  Area,Ready To Move,Cooke Town,3 BHK,Sillaa ,1850,3.0,3.0,5.4
2229,2229,Built-up  Area,18-Mar,Hoodi,4 Bedroom,Unknown,3385,4.0,1.0,13.3
2230,2230,Super built-up  Area,Ready To Move,Sompura,4 BHK,Suiseit,2150,3.0,2.0,26.5
2231,2231,Super built-up  Area,Ready To Move,Hebbal,3 BHK,RMudeat,3895,3.0,1.0,11.1
2232,2232,Super built-up  Area,17-Sep,Lingarajapuram,2 BHK,Unknown,1035,2.0,2.0,6.0
2233,2233,Super built-up  Area,Ready To Move,Nandini Layout,2 BHK,Unknown,600,3.0,2.0,
2234,2234,Super built-up  Area,Ready To Move,Zuzuvadi,3 BHK,Unknown,1200,3.0,3.0,
2235,2235,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1155,2.0,1.0,14.4
2236,2236,Plot  Area,Ready To Move,BCC Layout,7 Bedroom,Unknown,1200,6.0,2.0,
2237,2237,Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shitt S,755,1.0,0.0,20.3
2238,2238,Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,JHk 1en,960,2.0,2.0,11.7
2239,2239,Super built-up  Area,Ready To Move,Harsha Layout,1 BHK,Unknown,450,1.0,1.0,17.2
2240,2240,Super built-up  Area,Ready To Move,Infantry Road,5 BHK,Unknown,4000,5.0,1.5947635795232513,
2241,2241,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1571,3.0,3.0,15.3
2242,2242,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691,3.0,2.0,17.2
2243,2243,Super built-up  Area,19-Dec,Kanakapura,3 BHK,GoityEt,1489,2.0,1.0,47.7
2244,2244,Built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Malowr ,800,2.0,1.0,16.9
2245,2245,Built-up  Area,Ready To Move,Jalahalli,3 BHK,DSons S,980,2.0,2.0,16.6
2246,2246,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,SNity S,1215,2.0,1.0,18.8
2247,2247,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Unknown,911,2.0,1.0,19.3
2248,2248,Super built-up  Area,Ready To Move,Bellandur,3 BHK,Srure S,1535,3.0,1.5947635795232513,12.9
2249,2249,Plot  Area,Ready To Move,5th Block Hbr Layout,5 Bedroom,Unknown,1200,5.0,1.5947635795232513,9.1
2250,2250,Super built-up  Area,Ready To Move,R.T. Nagar,3 BHK,GModsNR,1500,2.0,1.0,9.7
2251,2251,Built-up  Area,Ready To Move,Brookefield,2 BHK,ARnts A,1588,2.0,3.0,15.1
2252,2252,Plot  Area,Ready To Move,Horamavu Banaswadi,4 Bedroom,Unknown,675,4.0,2.0,9.9
2253,2253,Built-up  Area,17-Sep,Kannamangala,2 BHK,VBownre,957,2.0,2.0,23.1
2254,2254,Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1200,2.0,1.0,19.3
2255,2255,Super built-up  Area,Ready To Move,Kanakapura main  Road,3 BHK,Unknown,1495,2.0,2.0,
2256,2256,Built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,0.0,38.4
2257,2257,Built-up  Area,Ready To Move,Padmanabhanagar,4 BHK,Unknown,3000,4.0,2.0,11.3
2258,2258,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SoniaEt,2206,4.0,1.0,17.2
2259,2259,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Unknown,1181,2.0,1.0,15.0
2260,2260,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Unknown,1309,2.0,3.0,17.2
2261,2261,Built-up  Area,Ready To Move,Horamavu Agara,3 Bedroom,Unknown,1400,3.0,3.0,12.2
2262,2262,Plot  Area,Ready To Move,B Channasandra,5 Bedroom,Unknown,1650,5.0,1.0,
2263,2263,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,PuandHi,1622,3.0,1.5947635795232513,26.5
2264,2264,Super built-up  Area,18-Apr,CV Raman Nagar,2 BHK,Unknown,1225,2.0,2.0,7.2
2265,2265,Super built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,Reicace,1719,3.0,3.0,16.4
2266,2266,Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,995,2.0,1.0,18.4
2267,2267,Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Unknown,1120,2.0,2.0,10.3
2268,2268,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Goner C,1047,2.0,1.0,12.9
2269,2269,Super built-up  Area,18-Apr,Devanahalli,3 BHK,Sabixtt,1466,3.0,3.0,38.7
2270,2270,Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,Klark L,1691,3.0,2.0,17.2
2271,2271,Super built-up  Area,20-Dec,Chandapura,2 BHK,PavesGr,876,2.0,2.0,24.0
2272,2272,Super built-up  Area,18-May,CV Raman Nagar,3 BHK,Pu270a ,1659,3.0,1.0,7.2
2273,2273,Super built-up  Area,Ready To Move,Whitefield,2 BHK,BrlisCo,1270,2.0,1.0,17.3
2274,2274,Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1269,2.0,3.0,14.5
2275,2275,Super built-up  Area,Ready To Move,Kammanahalli,2 BHK,Suvasre,1200,3.0,2.0,7.6
2276,2276,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,30.9
2277,2277,Super built-up  Area,Ready To Move,Whitefield,2 BHK,CalanGo,1315,2.0,2.0,17.3
2278,2278,Plot  Area,Ready To Move,Hebbal Kempapura,4 Bedroom,Unknown,2485,4.0,2.0,13.4
2279,2279,Super built-up  Area,Ready To Move,Tumkur Road,3 BHK,Sahtsva,1354,3.0,1.0,20.9
2280,2280,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Enodsed,1344,3.0,1.0,17.3
2281,2281,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PrrloMo,1180,2.0,1.0,20.8
2282,2282,Super built-up  Area,18-Apr,Jalahalli,2 BHK,Cuohahi,1313,2.0,2.0,16.6
2283,2283,Super built-up  Area,Ready To Move,Nehru Nagar,2 BHK,Veyalin,1100,2.0,2.0,17.3
2284,2284,Plot  Area,Ready To Move,Nagarbhavi,4 Bedroom,Unknown,600,4.0,1.0,17.0
2285,2285,Built-up  Area,Ready To Move,Basaveshwara Nagar,3 Bedroom,Unknown,1200,3.0,0.0,10.9
2286,2286,Plot  Area,Ready To Move,Srinagar,6 Bedroom,Unknown,625,3.0,3.0,
2287,2287,Super built-up  Area,Ready To Move,Vishwapriya Layout,2 BHK,Prodsth,890,2.0,3.0,12.0
2288,2288,Super built-up  Area,20-Dec,Whitefield,2 BHK,Oreldhi,1173,2.0,1.0,17.3
2289,2289,Super built-up  Area,Ready To Move,Reliaable Tranquil Layout,2 BHK,Myhrie ,1190,2.0,1.0,12.7
2290,2290,Built-up  Area,Ready To Move,Green Glen Layout,2 BHK,Unknown,1250,2.0,0.0,16.9
2291,2291,Super built-up  Area,19-Dec,Hoodi,3 BHK,Caycend,1644,3.0,3.0,13.3
2292,2292,Plot  Area,Ready To Move,Yelahanka New Town,3 Bedroom,Unknown,1740,3.0,2.0,21.5
2293,2293,Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1710,3.0,2.0,12.9
2294,2294,Plot  Area,Ready To Move,5th Phase JP Nagar,4 Bedroom,Unknown,1000,4.0,2.0,10.9
2295,2295,Super built-up  Area,18-Feb,Hebbal,3 BHK,Prersis,1662,3.0,2.0,11.1
2296,2296,Super built-up  Area,Ready To Move,Virupakshapura,2 BHK,Seamaha,1162,2.0,1.0,
2297,2297,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Unknown,1362,2.0,3.0,17.3
2298,2298,Super built-up  Area,Ready To Move,Bhagyalakshmi Avenue,1 BHK,Prineth,540,1.0,1.0,
2299,2299,Super built-up  Area,18-Nov,Thanisandra,3 BHK,Bhe 2ko,1437 - 1629,3.0,0.0,11.5
2300,2300,Plot  Area,Ready To Move,Masjid e Alkareem,5 Bedroom,Unknown,900,4.0,1.0,
2301,2301,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Saacesa,1250,4.0,1.5947635795232513,17.2
2302,2302,Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1410,2.0,3.0,10.8
2303,2303,Plot  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,Theanmp,2665,5.0,3.0,34.6
2304,2304,Built-up  Area,Ready To Move,Singapura Village,2 BHK,Unknown,970,2.0,0.0,17.6
2305,2305,Built-up  Area,Ready To Move,Kavika Layout,6 BHK,Unknown,1799,6.0,3.0,
2306,2306,Plot  Area,Ready To Move,8th Block Jayanagar,6 Bedroom,Unknown,1500,6.0,1.0,
2307,2307,Plot  Area,Ready To Move,Uttarahalli,4 Bedroom,Unknown,1200,4.0,3.0,12.9
2308,2308,Super built-up  Area,18-Dec,Haralur Road,3 BHK,SNnia E,1810,3.0,2.0,14.9
2309,2309,Super built-up  Area,Ready To Move,Sathya Layout,2 BHK,Unknown,1084,2.0,1.0,
2310,2310,Super built-up  Area,Ready To Move,Doddabanahalli,3 BHK,Unknown,1500,3.0,2.0,16.9
2311,2311,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1328,2.0,1.0,12.9
2312,2312,Built-up  Area,Ready To Move,Marathahalli,3 BHK,Unknown,1485,2.0,2.0,10.9
2313,2313,Super built-up  Area,Ready To Move,Pai Layout,3 BHK,Saood S,1500,2.0,2.0,7.1
2314,2314,Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,Shusehi,1100,2.0,2.0,9.7
2315,2315,Super built-up  Area,Ready To Move,Seetharampalya,3 BHK,Dwntsli,1360,2.0,2.0,13.1
2316,2316,Super built-up  Area,Ready To Move,1st Phase JP Nagar,2 BHK,Unknown,900,2.0,1.0,9.7
2317,2317,Plot  Area,Ready To Move,SMV layout,3 Bedroom,Unknown,600,3.0,3.0,
2318,2318,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Brods W,1031,2.0,1.0,19.3
2319,2319,Super built-up  Area,20-Aug,Whitefield,2 BHK,Bhath N,850 - 1060,2.0,0.0,17.3
2320,2320,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Unknown,1040,2.0,2.0,12.9
2321,2321,Built-up  Area,Ready To Move,KR Puram,7 Bedroom,Unknown,2800,6.0,1.0,11.9
2322,2322,Super built-up  Area,Ready To Move,Kothannur,3 BHK,Unknown,1404,2.0,1.0,11.8
2323,2323,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1200,2.0,2.0,14.9
2324,2324,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PuziaVe,1267,3.0,1.0,20.8
2325,2325,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1510,2.0,3.0,18.8
